2024-07-01 00:00:00,3,3,2,14,-0.57,1.416,-2.123,0.01,0.011,0.007,-0.632068,-0.477855,0.591281,2,0,0,1
2024-07-01 00:00:00,8,3,2,14,-0.566,1.419,-2.129,0.009,0.011,0.009,-0.469627,-0.426365,0.554156,2,0,0,1
2024-07-01 00:00:01,3,3,2,14,-0.57,1.419,-2.124,0.01,0.011,0.007,-0.649532,-0.517953,0.602646,2,0,0,1
2024-07-01 00:00:01,8,3,2,14,-0.567,1.418,-2.131,0.009,0.011,0.009,-0.500888,-0.453792,0.551497,2,0,0,1
2024-07-01 00:00:02,3,3,2,14,-0.569,1.418,-2.123,0.01,0.01,0.007,-0.625725,-0.497516,0.590817,2,0,0,1
2024-07-01 00:00:02,8,3,2,14,-0.569,1.419,-2.134,0.009,0.011,0.009,-0.478207,-0.436765,0.548974,2,0,0,1
2024-07-01 00:00:03,3,3,2,14,-0.572,1.42,-2.123,0.01,0.011,0.007,-0.651786,-0.518123,0.604398,2,0,0,1
2024-07-01 00:00:03,8,3,2,14,-0.566,1.416,-2.132,0.009,0.011,0.009,-0.484272,-0.392363,0.551825,2,0,0,1
2024-07-01 00:00:04,3,3,2,14,-0.57,1.416,-2.123,0.01,0.011,0.007,-0.633707,-0.477129,0.591874,2,0,0,1
2024-07-01 00:00:04,8,3,2,14,-0.567,1.418,-2.13,0.009,0.011,0.009,-0.497403,-0.418671,0.554915,2,0,0,1
2024-07-01 00:00:05,3,3,2,14,-0.569,1.417,-2.124,0.01,0.011,0.007,-0.636579,-0.445498,0.585508,2,0,0,1
2024-07-01 00:00:05,8,3,2,14,-0.568,1.419,-2.13,0.009,0.011,0.008,-0.500179,-0.445791,0.565457,2,0,0,1
2024-07-01 00:00:06,3,3,2,14,-0.568,1.418,-2.123,0.01,0.011,0.007,-0.644186,-0.536135,0.603682,2,0,0,1
2024-07-01 00:00:06,8,3,2,14,-0.566,1.419,-2.13,0.009,0.011,0.009,-0.454246,-0.394846,0.560955,2,0,0,1
2024-07-01 00:00:07,3,3,2,14,-0.569,1.418,-2.123,0.01,0.01,0.007,-0.627982,-0.497201,0.592431,2,0,0,1
2024-07-01 00:00:07,8,3,2,14,-0.563,1.418,-2.13,0.009,0.011,0.009,-0.473405,-0.417774,0.577068,2,0,0,1
2024-07-01 00:00:08,3,3,2,14,-0.57,1.417,-2.124,0.01,0.011,0.007,-0.653701,-0.519257,0.603728,2,0,0,1
2024-07-01 00:00:08,8,3,2,14,-0.567,1.413,-2.132,0.009,0.011,0.009,-0.462551,-0.425633,0.554959,2,0,0,1
2024-07-01 00:00:09,3,3,2,14,-0.571,1.418,-2.123,0.01,0.011,0.007,-0.634772,-0.471677,0.589205,2,0,0,1
2024-07-01 00:00:09,8,3,2,14,-0.567,1.42,-2.131,0.009,0.011,0.009,-0.474021,-0.428219,0.565636,2,0,0,1
2024-07-01 00:00:10,3,3,2,14,-0.57,1.42,-2.124,0.01,0.01,0.007,-0.628729,-0.492607,0.586236,2,0,0,1
2024-07-01 00:00:10,8,3,2,14,-0.566,1.416,-2.129,0.009,0.011,0.008,-0.497229,-0.44977,0.564065,2,0,0,1
