2023-03-10	90.0	-90.0	90.0020871125619
2023-03-11	89.96348772232398	-32.990898137889374	90.02370310668717
2023-03-12	90.26777918549023	178.85544756414566	89.99465003658408
2023-03-21	90.3802583394715	-179.44292297761552	90.00369735730415
2023-03-22	90.16380226347843	-174.34791422069756	90.01621134857979
2023-03-30	89.90225800088204	1.3996321459400376	89.99761186258335
2023-03-31	90.19661545219195	179.51810135492343	89.998346277388
2023-04-01	90.14343160433216	170.37804990738712	89.97568378621422
2023-04-02	89.93149129888634	-0.2884592093869125	90.00034491444771
2023-04-03	90.13815024942605	175.5835167165267	89.98932991678087
2023-04-04	89.85870666191713	7.333070152971458	89.98181697313949
2023-04-05	90.10205735202157	168.58905484708262	89.97940131789748
2023-04-06	90.11577620342564	169.48681290444895	89.97851455743856
2023-04-07	90.0207521717613	170.20787276096968	89.99641841384032
2023-04-08	90.1232066083165	176.17727667482967	89.99176753325936
2023-04-09	90.21677897592794	175.6693850552563	89.98358373762774
2023-04-10	89.98017275024411	-20.1596421186598	90.00727915539335
2023-04-11	89.89216181679315	3.384193431754124	89.99362307845892
2023-04-12	90.19215921298706	-177.43327759073117	90.00861409708446
2023-04-13	90.37207975475555	179.7053563476343	89.99808653540646
2023-04-14	90.12213344755274	-177.41388920240146	90.00551638836276
2023-04-15	90.00046077906069	-100.09728712896082	90.0025875084885
2023-04-16	90.19630816226409	179.18665489352588	89.99721309955058
2023-04-17	90.08077870235383	179.26076992231057	89.99895773475691
2023-04-18	90.11296776175458	178.56604237343387	89.99717212986683
2023-04-19	90.1150745603463	-178.3743310190408	90.00326592312813
2023-04-20	90.23631577149725	177.0469207872431	89.98780919374416
2023-04-21	90.0713482100125	174.39625075227957	89.99299952955053
2023-04-22	90.19216822027147	-178.5298468543728	90.00493194774086
2023-04-23	90.17215538198373	179.23852466127013	89.99771187001508
2023-04-24	90.13925199892611	173.9326970850215	89.98519859545412
2023-04-25	90.2242324169388	179.97962380785683	89.9999202554469
2023-04-26	90.21439914846476	-179.46258446650705	90.00201106173272
